Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
1758,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Basic Styling, Forms, DOM Manipulation, Grid","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
1759,How do you center a div using CSS?,Frontend Development,Beginner,"Flexbox, CSS",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
1760,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, DOM Manipulation, Media Queries, HTML",Media queries allow you to apply styles conditionally based on screen size or device type.,4.1
1761,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Grid, JavaScript",Media queries allow you to apply styles conditionally based on screen size or device type.,4.6
1762,What are media queries in CSS?,Frontend Development,Beginner,"JavaScript, CSS","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
1763,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"JavaScript, Responsive Design, Basic Styling",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.8
1764,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Media Queries, JavaScript","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
1765,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"CSS, Flexbox, Web Accessibility","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.6
1766,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, Media Queries","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.8
1767,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Grid, Basic Styling, Responsive Design, HTML","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.0
1768,How do you center a div using CSS?,Frontend Development,Beginner,"Basic Styling, JavaScript, CSS","Padding is the space inside an element's border, while margin is the space outside it.",4.2
1769,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"DOM Manipulation, Web Accessibility, Basic Styling, CSS",You can use margin: auto along with a defined width to center a div.,5.0
1770,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"HTML, CSS, Web Accessibility, JavaScript",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.6
1771,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Web Accessibility, Bootstrap, Media Queries",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.4
1772,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Media Queries, CSS",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.9
1773,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, Bootstrap, CSS, HTML",You can use document.getElementById('id') to select an element by its ID.,5.0
1774,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Media Queries, Bootstrap, HTML",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.9
1775,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Responsive Design, HTML, JavaScript, Basic Styling",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
1776,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Grid, Basic Styling, Forms","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.5
1777,What are CSS pseudo-classes?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, Media Queries, JavaScript",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.9
1778,How do you center a div using CSS?,Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Grid, HTML","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
1779,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Grid, JavaScript, HTML",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.2
1780,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Media Queries, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.9
1781,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, Web Accessibility",Add a JavaScript click event listener to make a button clickable.,4.2
1782,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Bootstrap, HTML",Add a JavaScript click event listener to make a button clickable.,4.3
1783,How do you validate a form using JavaScript?,Frontend Development,Beginner,"CSS, Web Accessibility, DOM Manipulation, JavaScript",Media queries allow you to apply styles conditionally based on screen size or device type.,4.8
1784,How do you center a div using CSS?,Frontend Development,Beginner,"Grid, Basic Styling, Forms, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.1
1785,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Responsive Design, Flexbox, Bootstrap, Grid","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
1786,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, Grid, Web Accessibility",You can use margin: auto along with a defined width to center a div.,4.8
1787,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Flexbox, Web Accessibility, Bootstrap","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.4
1788,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Forms, JavaScript","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
1789,How do you apply a background image to a webpage?,Frontend Development,Beginner,"JavaScript, Flexbox, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,4.7
1790,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation, Media Queries",Add a JavaScript click event listener to make a button clickable.,4.1
1791,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Web Accessibility, Grid, CSS","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
1792,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"CSS, Basic Styling, Forms",You can use document.getElementById('id') to select an element by its ID.,4.8
1793,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Web Accessibility, JavaScript",You can use margin: auto along with a defined width to center a div.,4.4
1794,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"HTML, Flexbox","Padding is the space inside an element's border, while margin is the space outside it.",4.4
1795,How do you center a div using CSS?,Frontend Development,Beginner,"Responsive Design, Bootstrap",You can use margin: auto along with a defined width to center a div.,4.4
1796,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"HTML, Basic Styling, CSS, Flexbox","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.8
1797,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Media Queries, JavaScript",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.3
1798,What are CSS pseudo-classes?,Frontend Development,Beginner,"HTML, DOM Manipulation, Bootstrap, Flexbox",You can use margin: auto along with a defined width to center a div.,4.2
1799,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Media Queries, Grid, Bootstrap",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.7
1800,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Basic Styling, HTML, Forms",You can use document.getElementById('id') to select an element by its ID.,4.8
1801,What are media queries in CSS?,Frontend Development,Beginner,"JavaScript, CSS, Bootstrap",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.3
